,restaurant_name,category,pricing_for_2,pricing_level,dining_rating,dining_review_count,locality,district,zipcode,latitude,longitude
1047,Instapizza,Fast Food,450,0-500,4.1,506,"Sector 37, Gurgaon",Faridabad,122006,28.451955,77.004111
1048,MOC - The American Restaurant,Burger,500,0-500,4.1,345,"Mayur Vihar Phase 1, New Delhi",East Delhi,110091,28.6044769,77.2927628
1048,MOC - The American Restaurant,Fast Food,500,0-500,4.1,345,"Mayur Vihar Phase 1, New Delhi",East Delhi,110091,28.6044769,77.2927628
1048,MOC - The American Restaurant,Beverages,500,0-500,4.1,345,"Mayur Vihar Phase 1, New Delhi",East Delhi,110091,28.6044769,77.2927628
1049,City Spicee,North Indian,600,500-1000,4.1,476," NIT, Faridabad",Faridabad,121001,28.39879331,77.29812663
1049,City Spicee,Chinese,600,500-1000,4.1,476," NIT, Faridabad",Faridabad,121001,28.39879331,77.29812663
1050,Khalsa,North Indian,600,500-1000,4.1,334," Punjabi Bagh, New Delhi",West Delhi,110063,28.66682478,77.11726058
1050,Khalsa,Mughlai,600,500-1000,4.1,334," Punjabi Bagh, New Delhi",West Delhi,110063,28.66682478,77.11726058
1051,Saffron - Trident Gurgaon,North Indian,3200,2500-5000,4.1,171," Trident, Udyog Vihar, Gurgaon",South West Delhi,122016,28.50366864,77.0881784
1051,Saffron - Trident Gurgaon,South Indian,3200,2500-5000,4.1,171," Trident, Udyog Vihar, Gurgaon",South West Delhi,122016,28.50366864,77.0881784
1051,Saffron - Trident Gurgaon,Kebab,3200,2500-5000,4.1,171," Trident, Udyog Vihar, Gurgaon",South West Delhi,122016,28.50366864,77.0881784
1051,Saffron - Trident Gurgaon,Mughlai,3200,2500-5000,4.1,171," Trident, Udyog Vihar, Gurgaon",South West Delhi,122016,28.50366864,77.0881784
1051,Saffron - Trident Gurgaon,Beverages,3200,2500-5000,4.1,171," Trident, Udyog Vihar, Gurgaon",South West Delhi,122016,28.50366864,77.0881784
1051,Saffron - Trident Gurgaon,Desserts,3200,2500-5000,4.1,171," Trident, Udyog Vihar, Gurgaon",South West Delhi,122016,28.50366864,77.0881784
1052,Auntie Fung's - Asian Street Food,Asian,1000,500-1000,4.1,490,"DLF Galleria, DLF Phase 4, Gurgaon",Faridabad,122002,28.46763497,77.0813448
1052,Auntie Fung's - Asian Street Food,Chinese,1000,500-1000,4.1,490,"DLF Galleria, DLF Phase 4, Gurgaon",Faridabad,122002,28.46763497,77.0813448
1052,Auntie Fung's - Asian Street Food,Thai,1000,500-1000,4.1,490,"DLF Galleria, DLF Phase 4, Gurgaon",Faridabad,122002,28.46763497,77.0813448
1052,Auntie Fung's - Asian Street Food,Burmese,1000,500-1000,4.1,490,"DLF Galleria, DLF Phase 4, Gurgaon",Faridabad,122002,28.46763497,77.0813448
1052,Auntie Fung's - Asian Street Food,Vietnamese,1000,500-1000,4.1,490,"DLF Galleria, DLF Phase 4, Gurgaon",Faridabad,122002,28.46763497,77.0813448
1052,Auntie Fung's - Asian Street Food,Japanese,1000,500-1000,4.1,490,"DLF Galleria, DLF Phase 4, Gurgaon",Faridabad,122002,28.46763497,77.0813448
1052,Auntie Fung's - Asian Street Food,Indonesian,1000,500-1000,4.1,490,"DLF Galleria, DLF Phase 4, Gurgaon",Faridabad,122002,28.46763497,77.0813448
1052,Auntie Fung's - Asian Street Food,Momos,1000,500-1000,4.1,490,"DLF Galleria, DLF Phase 4, Gurgaon",Faridabad,122002,28.46763497,77.0813448
1053,The Lo-cal Kitchen,Cafe,1200,1000-2500,4.1,392,"Greater Kailash 1 (GK1), New Delhi",South East Delhi,110048,28.5480907,77.23945633
1053,The Lo-cal Kitchen,Healthy Food,1200,1000-2500,4.1,392,"Greater Kailash 1 (GK1), New Delhi",South East Delhi,110048,28.5480907,77.23945633
1053,The Lo-cal Kitchen,Salad,1200,1000-2500,4.1,392,"Greater Kailash 1 (GK1), New Delhi",South East Delhi,110048,28.5480907,77.23945633
1053,The Lo-cal Kitchen,Wraps,1200,1000-2500,4.1,392,"Greater Kailash 1 (GK1), New Delhi",South East Delhi,110048,28.5480907,77.23945633
1053,The Lo-cal Kitchen,Desserts,1200,1000-2500,4.1,392,"Greater Kailash 1 (GK1), New Delhi",South East Delhi,110048,28.5480907,77.23945633
1053,The Lo-cal Kitchen,Sandwich,1200,1000-2500,4.1,392,"Greater Kailash 1 (GK1), New Delhi",South East Delhi,110048,28.5480907,77.23945633
1054,Gallery Café - Hyatt Place,Cafe,1600,1000-2500,4.1,279," Hyatt Place Gurgaon, Gurgaon",South West Delhi,122016,28.50065093,77.0658309
1054,Gallery Café - Hyatt Place,Asian,1600,1000-2500,4.1,279," Hyatt Place Gurgaon, Gurgaon",South West Delhi,122016,28.50065093,77.0658309
1054,Gallery Café - Hyatt Place,North Indian,1600,1000-2500,4.1,279," Hyatt Place Gurgaon, Gurgaon",South West Delhi,122016,28.50065093,77.0658309
1054,Gallery Café - Hyatt Place,Desserts,1600,1000-2500,4.1,279," Hyatt Place Gurgaon, Gurgaon",South West Delhi,122016,28.50065093,77.0658309
1055,Champaran Meat House,North Indian,300,0-500,4.1,454," Laxmi Nagar, New Delhi",East Delhi,110031,28.6304326,77.27602053
1055,Champaran Meat House,Mughlai,300,0-500,4.1,454," Laxmi Nagar, New Delhi",East Delhi,110031,28.6304326,77.27602053
1056,Mogli's Coffee,Italian,500,0-500,4.1,270," PVR City Centre Mall, MG Road, Gurgaon",Faridabad,122008,28.47926346,77.08083149
1056,Mogli's Coffee,Continental,500,0-500,4.1,270," PVR City Centre Mall, MG Road, Gurgaon",Faridabad,122008,28.47926346,77.08083149
1056,Mogli's Coffee,Sandwich,500,0-500,4.1,270," PVR City Centre Mall, MG Road, Gurgaon",Faridabad,122008,28.47926346,77.08083149
1056,Mogli's Coffee,Beverages,500,0-500,4.1,270," PVR City Centre Mall, MG Road, Gurgaon",Faridabad,122008,28.47926346,77.08083149
1056,Mogli's Coffee,Cafe,500,0-500,4.1,270," PVR City Centre Mall, MG Road, Gurgaon",Faridabad,122008,28.47926346,77.08083149
1056,Mogli's Coffee,Desserts,500,0-500,4.1,270," PVR City Centre Mall, MG Road, Gurgaon",Faridabad,122008,28.47926346,77.08083149
1057,Punjabi Dhaba,North Indian,400,0-500,4.1,366," Rohini, New Delhi",North West Delhi,110085,28.73143869,77.10968502
1058,The Chow,Chinese,600,500-1000,4.1,295," Rohini, New Delhi",North West Delhi,110085,28.71804035,77.12571658
1058,The Chow,Thai,600,500-1000,4.1,295," Rohini, New Delhi",North West Delhi,110085,28.71804035,77.12571658
1058,The Chow,Momos,600,500-1000,4.1,295," Rohini, New Delhi",North West Delhi,110085,28.71804035,77.12571658
1059,Sparrows At Home Cafe,Cafe,650,500-1000,4.1,297," Hajipur, Noida",Gautam Buddha Nagar,201303,28.54081218,77.36830059
1059,Sparrows At Home Cafe,Desserts,650,500-1000,4.1,297," Hajipur, Noida",Gautam Buddha Nagar,201303,28.54081218,77.36830059
1059,Sparrows At Home Cafe,Fast Food,650,500-1000,4.1,297," Hajipur, Noida",Gautam Buddha Nagar,201303,28.54081218,77.36830059
1059,Sparrows At Home Cafe,Beverages,650,500-1000,4.1,297," Hajipur, Noida",Gautam Buddha Nagar,201303,28.54081218,77.36830059
1059,Sparrows At Home Cafe,Pizza,650,500-1000,4.1,297," Hajipur, Noida",Gautam Buddha Nagar,201303,28.54081218,77.36830059
1059,Sparrows At Home Cafe,Sandwich,650,500-1000,4.1,297," Hajipur, Noida",Gautam Buddha Nagar,201303,28.54081218,77.36830059
1059,Sparrows At Home Cafe,Salad,650,500-1000,4.1,297," Hajipur, Noida",Gautam Buddha Nagar,201303,28.54081218,77.36830059
1060,Hot & Crusty,Fast Food,450,0-500,4.1,363," Narela, New Delhi",North Delhi,110040,28.85233489,77.08816063
1060,Hot & Crusty,Desserts,450,0-500,4.1,363," Narela, New Delhi",North Delhi,110040,28.85233489,77.08816063
1060,Hot & Crusty,Beverages,450,0-500,4.1,363," Narela, New Delhi",North Delhi,110040,28.85233489,77.08816063
1061,The Flashback,Italian,700,500-1000,4.1,932," Rajendra Place, New Delhi",West Delhi,110060,28.64441109,77.1786499
1061,The Flashback,Chinese,700,500-1000,4.1,932," Rajendra Place, New Delhi",West Delhi,110060,28.64441109,77.1786499
1061,The Flashback,Continental,700,500-1000,4.1,932," Rajendra Place, New Delhi",West Delhi,110060,28.64441109,77.1786499
1061,The Flashback,American,700,500-1000,4.1,932," Rajendra Place, New Delhi",West Delhi,110060,28.64441109,77.1786499
1062,Excuse Me Boss,North Indian,1800,1000-2500,4.1,739," MGF Metropolitan Mall, Saket, New Delhi",South Delhi,110017,28.52943554,77.22011592
1062,Excuse Me Boss,Chinese,1800,1000-2500,4.1,739," MGF Metropolitan Mall, Saket, New Delhi",South Delhi,110017,28.52943554,77.22011592
1062,Excuse Me Boss,European,1800,1000-2500,4.1,739," MGF Metropolitan Mall, Saket, New Delhi",South Delhi,110017,28.52943554,77.22011592
1062,Excuse Me Boss,Fast Food,1800,1000-2500,4.1,739," MGF Metropolitan Mall, Saket, New Delhi",South Delhi,110017,28.52943554,77.22011592
1062,Excuse Me Boss,Continental,1800,1000-2500,4.1,739," MGF Metropolitan Mall, Saket, New Delhi",South Delhi,110017,28.52943554,77.22011592
1063,Wangchuk's Tibetan Kitchen,Tibetan,800,500-1000,4.1,253,"Rodeo Drive, Sector 49, Gurgaon, Gurgaon",South West Delhi,122018,28.42005936,77.05177344
1063,Wangchuk's Tibetan Kitchen,Chinese,800,500-1000,4.1,253,"Rodeo Drive, Sector 49, Gurgaon, Gurgaon",South West Delhi,122018,28.42005936,77.05177344
1063,Wangchuk's Tibetan Kitchen,Momos,800,500-1000,4.1,253,"Rodeo Drive, Sector 49, Gurgaon, Gurgaon",South West Delhi,122018,28.42005936,77.05177344
1064,Zarra Si Biryani,Biryani,800,500-1000,4.1,364,"Baani Square, Sector 50, Gurgaon",South West Delhi,122018,28.42544973,77.05719821
1064,Zarra Si Biryani,North Indian,800,500-1000,4.1,364,"Baani Square, Sector 50, Gurgaon",South West Delhi,122018,28.42544973,77.05719821
1064,Zarra Si Biryani,Mughlai,800,500-1000,4.1,364,"Baani Square, Sector 50, Gurgaon",South West Delhi,122018,28.42544973,77.05719821
1065,For God's Cake,Bakery,300,0-500,4.1,1133," Gujranwala Town, New Delhi",North Delhi,110009,28.701242,77.189705
1066,Jain Coffee House,Fast Food,400,0-500,4.1,310," Chandni Chowk, New Delhi",Central Delhi,110006,28.65045359,77.22942553
1067,Play Pizza,Italian,450,0-500,4.1,635," Laxmi Nagar, New Delhi",North West Delhi,110051,28.63511186,77.28818603
1067,Play Pizza,Fast Food,450,0-500,4.1,635," Laxmi Nagar, New Delhi",North West Delhi,110051,28.63511186,77.28818603
1067,Play Pizza,Beverages,450,0-500,4.1,635," Laxmi Nagar, New Delhi",North West Delhi,110051,28.63511186,77.28818603
1067,Play Pizza,Desserts,450,0-500,4.1,635," Laxmi Nagar, New Delhi",North West Delhi,110051,28.63511186,77.28818603
1067,Play Pizza,Salad,450,0-500,4.1,635," Laxmi Nagar, New Delhi",North West Delhi,110051,28.63511186,77.28818603
1067,Play Pizza,Pasta,450,0-500,4.1,635," Laxmi Nagar, New Delhi",North West Delhi,110051,28.63511186,77.28818603
1067,Play Pizza,Pizza,450,0-500,4.1,635," Laxmi Nagar, New Delhi",North West Delhi,110051,28.63511186,77.28818603
1068,New Sher A Punjab,North Indian,400,0-500,4.1,358,"DLF Phase 3, Gurgaon",Faridabad,122010,28.491556,77.095278
1069,Gourmet Nirvana,Pizza,650,500-1000,4.1,140,"Sector 37, Noida",Gautam Buddha Nagar,201303,28.56953753,77.34757785
1069,Gourmet Nirvana,Italian,650,500-1000,4.1,140,"Sector 37, Noida",Gautam Buddha Nagar,201303,28.56953753,77.34757785
1069,Gourmet Nirvana,Sandwich,650,500-1000,4.1,140,"Sector 37, Noida",Gautam Buddha Nagar,201303,28.56953753,77.34757785
1069,Gourmet Nirvana,Fast Food,650,500-1000,4.1,140,"Sector 37, Noida",Gautam Buddha Nagar,201303,28.56953753,77.34757785
1069,Gourmet Nirvana,Beverages,650,500-1000,4.1,140,"Sector 37, Noida",Gautam Buddha Nagar,201303,28.56953753,77.34757785
1069,Gourmet Nirvana,Burger,650,500-1000,4.1,140,"Sector 37, Noida",Gautam Buddha Nagar,201303,28.56953753,77.34757785
1070,THC - The Hunger Cartel,Burger,1200,1000-2500,4.1,371," Shahpur Jat, New Delhi",South Delhi,110017,28.54935857,77.21191507
1070,THC - The Hunger Cartel,Pizza,1200,1000-2500,4.1,371," Shahpur Jat, New Delhi",South Delhi,110017,28.54935857,77.21191507
1070,THC - The Hunger Cartel,Fast Food,1200,1000-2500,4.1,371," Shahpur Jat, New Delhi",South Delhi,110017,28.54935857,77.21191507
1070,THC - The Hunger Cartel,Beverages,1200,1000-2500,4.1,371," Shahpur Jat, New Delhi",South Delhi,110017,28.54935857,77.21191507
1070,THC - The Hunger Cartel,Continental,1200,1000-2500,4.1,371," Shahpur Jat, New Delhi",South Delhi,110017,28.54935857,77.21191507
1070,THC - The Hunger Cartel,Italian,1200,1000-2500,4.1,371," Shahpur Jat, New Delhi",South Delhi,110017,28.54935857,77.21191507
1070,THC - The Hunger Cartel,Lebanese,1200,1000-2500,4.1,371," Shahpur Jat, New Delhi",South Delhi,110017,28.54935857,77.21191507
1071,Oh My Gopala,North Indian,1000,500-1000,4.1,300," Connaught Place, New Delhi",Central Delhi,110001,28.63386151,77.21688084
1071,Oh My Gopala,Chinese,1000,500-1000,4.1,300," Connaught Place, New Delhi",Central Delhi,110001,28.63386151,77.21688084
1071,Oh My Gopala,Street Food,1000,500-1000,4.1,300," Connaught Place, New Delhi",Central Delhi,110001,28.63386151,77.21688084
1071,Oh My Gopala,Biryani,1000,500-1000,4.1,300," Connaught Place, New Delhi",Central Delhi,110001,28.63386151,77.21688084
1072,Moets Coco Palm,South Indian,800,500-1000,4.1,404," PVR City Centre Mall, MG Road, Gurgaon",Faridabad,122008,28.47942378,77.08094012
1072,Moets Coco Palm,Chettinad,800,500-1000,4.1,404," PVR City Centre Mall, MG Road, Gurgaon",Faridabad,122008,28.47942378,77.08094012
1072,Moets Coco Palm,Kerala,800,500-1000,4.1,404," PVR City Centre Mall, MG Road, Gurgaon",Faridabad,122008,28.47942378,77.08094012
1072,Moets Coco Palm,Andhra,800,500-1000,4.1,404," PVR City Centre Mall, MG Road, Gurgaon",Faridabad,122008,28.47942378,77.08094012
1072,Moets Coco Palm,Seafood,800,500-1000,4.1,404," PVR City Centre Mall, MG Road, Gurgaon",Faridabad,122008,28.47942378,77.08094012
1072,Moets Coco Palm,Desserts,800,500-1000,4.1,404," PVR City Centre Mall, MG Road, Gurgaon",Faridabad,122008,28.47942378,77.08094012
1072,Moets Coco Palm,Beverages,800,500-1000,4.1,404," PVR City Centre Mall, MG Road, Gurgaon",Faridabad,122008,28.47942378,77.08094012
1073,Cafe Garage Inc.,Chinese,700,500-1000,4.1,158," Safdarjung, New Delhi",Gautam Buddha Nagar,110066,28.56079312,77.19365057
1073,Cafe Garage Inc.,South Indian,700,500-1000,4.1,158," Safdarjung, New Delhi",Gautam Buddha Nagar,110066,28.56079312,77.19365057
1073,Cafe Garage Inc.,Biryani,700,500-1000,4.1,158," Safdarjung, New Delhi",Gautam Buddha Nagar,110066,28.56079312,77.19365057
1074,Swad-E-Lazeez,North Indian,700,500-1000,4.1,279," Amrapali Leisure Valley, Greater Noida",Gautam Buddha Nagar,201318,28.58679484,77.43800953
1074,Swad-E-Lazeez,Chinese,700,500-1000,4.1,279," Amrapali Leisure Valley, Greater Noida",Gautam Buddha Nagar,201318,28.58679484,77.43800953
1074,Swad-E-Lazeez,Mughlai,700,500-1000,4.1,279," Amrapali Leisure Valley, Greater Noida",Gautam Buddha Nagar,201318,28.58679484,77.43800953
1074,Swad-E-Lazeez,Biryani,700,500-1000,4.1,279," Amrapali Leisure Valley, Greater Noida",Gautam Buddha Nagar,201318,28.58679484,77.43800953
1075,Mealodrama Modern Bistro,North Indian,1200,1000-2500,4.1,1423," Rajouri Garden, New Delhi",West Delhi,110027,28.64740538,77.11920988
1075,Mealodrama Modern Bistro,Chinese,1200,1000-2500,4.1,1423," Rajouri Garden, New Delhi",West Delhi,110027,28.64740538,77.11920988
1075,Mealodrama Modern Bistro,Continental,1200,1000-2500,4.1,1423," Rajouri Garden, New Delhi",West Delhi,110027,28.64740538,77.11920988
1075,Mealodrama Modern Bistro,Fast Food,1200,1000-2500,4.1,1423," Rajouri Garden, New Delhi",West Delhi,110027,28.64740538,77.11920988
1075,Mealodrama Modern Bistro,Mughlai,1200,1000-2500,4.1,1423," Rajouri Garden, New Delhi",West Delhi,110027,28.64740538,77.11920988
1076,The Shahi Foods,North Indian,350,0-500,4.1,430," Shahdara, New Delhi",East Delhi,110032,28.67617956,77.29041897
1077,"Squire- ""Shudhh Khao Shudhh Khilao""",North Indian,500,0-500,4.1,354,"Sector 72, Noida",Gautam Buddha Nagar,201307,28.57738,77.40072
1077,"Squire- ""Shudhh Khao Shudhh Khilao""",Chinese,500,0-500,4.1,354,"Sector 72, Noida",Gautam Buddha Nagar,201307,28.57738,77.40072
1077,"Squire- ""Shudhh Khao Shudhh Khilao""",Fast Food,500,0-500,4.1,354,"Sector 72, Noida",Gautam Buddha Nagar,201307,28.57738,77.40072
1078,Five Star Dhaba,Mughlai,500,0-500,4.1,712," Paschim Vihar, New Delhi",West Delhi,110087,28.66440306,77.09159352
1079,One Degree East Cafe,Chinese,1000,500-1000,4.1,216," Chanakyapuri, New Delhi",Central Delhi,110003,28.59488415,77.19839372
1079,One Degree East Cafe,Thai,1000,500-1000,4.1,216," Chanakyapuri, New Delhi",Central Delhi,110003,28.59488415,77.19839372
1080,Handi Mittra Di,Mughlai,550,500-1000,4.1,567," Crossing Republik, Ghaziabad",Gautam Buddha Nagar,201001,28.62756832,77.43532967
1080,Handi Mittra Di,North Indian,550,500-1000,4.1,567," Crossing Republik, Ghaziabad",Gautam Buddha Nagar,201001,28.62756832,77.43532967
1080,Handi Mittra Di,Chinese,550,500-1000,4.1,567," Crossing Republik, Ghaziabad",Gautam Buddha Nagar,201001,28.62756832,77.43532967
1080,Handi Mittra Di,Kebab,550,500-1000,4.1,567," Crossing Republik, Ghaziabad",Gautam Buddha Nagar,201001,28.62756832,77.43532967
1081,Apna Dhaba & Caterers,North Indian,300,0-500,4.1,503,"Mayapuri Phase 2, New Delhi",West Delhi,110064,28.6305921,77.11927794
1082,Wonder Taste of Spices,North Indian,700,500-1000,4.1,389," Paschim Vihar, New Delhi",West Delhi,110063,28.66279738,77.10050918
1082,Wonder Taste of Spices,Chinese,700,500-1000,4.1,389," Paschim Vihar, New Delhi",West Delhi,110063,28.66279738,77.10050918
1082,Wonder Taste of Spices,Rolls,700,500-1000,4.1,389," Paschim Vihar, New Delhi",West Delhi,110063,28.66279738,77.10050918
1082,Wonder Taste of Spices,Mughlai,700,500-1000,4.1,389," Paschim Vihar, New Delhi",West Delhi,110063,28.66279738,77.10050918
1083,Cake Innovation,Bakery,400,0-500,4.1,267,"Sector 7, Gurgaon",Faridabad,122006,28.467286,77.01755449
1083,Cake Innovation,Fast Food,400,0-500,4.1,267,"Sector 7, Gurgaon",Faridabad,122006,28.467286,77.01755449
1084,Mystery of Spice,North Indian,1000,500-1000,4.1,812," Hajipur, Noida",Gautam Buddha Nagar,201303,28.53924142,77.36565694
1084,Mystery of Spice,Chinese,1000,500-1000,4.1,812," Hajipur, Noida",Gautam Buddha Nagar,201303,28.53924142,77.36565694
1084,Mystery of Spice,Continental,1000,500-1000,4.1,812," Hajipur, Noida",Gautam Buddha Nagar,201303,28.53924142,77.36565694
1085,The Belgian Fries Co - Burgers & Fries,Burger,700,500-1000,4.1,435," MGF Metropolitan Mall, MG Road, Gurgaon",Faridabad,122008,28.47967339,77.08011031
1085,The Belgian Fries Co - Burgers & Fries,Fast Food,700,500-1000,4.1,435," MGF Metropolitan Mall, MG Road, Gurgaon",Faridabad,122008,28.47967339,77.08011031
1085,The Belgian Fries Co - Burgers & Fries,Continental,700,500-1000,4.1,435," MGF Metropolitan Mall, MG Road, Gurgaon",Faridabad,122008,28.47967339,77.08011031
1085,The Belgian Fries Co - Burgers & Fries,American,700,500-1000,4.1,435," MGF Metropolitan Mall, MG Road, Gurgaon",Faridabad,122008,28.47967339,77.08011031
1085,The Belgian Fries Co - Burgers & Fries,Belgian,700,500-1000,4.1,435," MGF Metropolitan Mall, MG Road, Gurgaon",Faridabad,122008,28.47967339,77.08011031
1085,The Belgian Fries Co - Burgers & Fries,Finger Food,700,500-1000,4.1,435," MGF Metropolitan Mall, MG Road, Gurgaon",Faridabad,122008,28.47967339,77.08011031
1085,The Belgian Fries Co - Burgers & Fries,Desserts,700,500-1000,4.1,435," MGF Metropolitan Mall, MG Road, Gurgaon",Faridabad,122008,28.47967339,77.08011031
1085,The Belgian Fries Co - Burgers & Fries,Beverages,700,500-1000,4.1,435," MGF Metropolitan Mall, MG Road, Gurgaon",Faridabad,122008,28.47967339,77.08011031
1086,Chef Style,North Indian,1500,1000-2500,4.1,696,"Sector 53, Gurgaon",Faridabad,122011,28.437274,77.100487
1086,Chef Style,Chinese,1500,1000-2500,4.1,696,"Sector 53, Gurgaon",Faridabad,122011,28.437274,77.100487
1086,Chef Style,Rolls,1500,1000-2500,4.1,696,"Sector 53, Gurgaon",Faridabad,122011,28.437274,77.100487
1087,Rampur Kitchen,Rolls,550,500-1000,4.1,405," The India Mall, New Friends Colony, New Delhi",South East Delhi,110025,28.56093271,77.2681858
1087,Rampur Kitchen,Mughlai,550,500-1000,4.1,405," The India Mall, New Friends Colony, New Delhi",South East Delhi,110025,28.56093271,77.2681858
1087,Rampur Kitchen,Kebab,550,500-1000,4.1,405," The India Mall, New Friends Colony, New Delhi",South East Delhi,110025,28.56093271,77.2681858
1088,CG's - Lounge Cafe Bar,Continental,1800,1000-2500,4.1,236," Rajouri Garden, New Delhi",West Delhi,110027,28.64774551,77.11903553
1088,CG's - Lounge Cafe Bar,North Indian,1800,1000-2500,4.1,236," Rajouri Garden, New Delhi",West Delhi,110027,28.64774551,77.11903553
1089,Oliver Kitchen,North Indian,600,500-1000,4.1,278,"Sector 29, Faridabad",Faridabad,121001,28.43360432,77.32071523
1089,Oliver Kitchen,Pizza,600,500-1000,4.1,278,"Sector 29, Faridabad",Faridabad,121001,28.43360432,77.32071523
1089,Oliver Kitchen,Chinese,600,500-1000,4.1,278,"Sector 29, Faridabad",Faridabad,121001,28.43360432,77.32071523
1089,Oliver Kitchen,Mughlai,600,500-1000,4.1,278,"Sector 29, Faridabad",Faridabad,121001,28.43360432,77.32071523
1090,Khidki,Burger,450,0-500,4.1,282,"Sector 15, Faridabad",Faridabad,121001,28.39319601,77.31491894
1090,Khidki,Healthy Food,450,0-500,4.1,282,"Sector 15, Faridabad",Faridabad,121001,28.39319601,77.31491894
1090,Khidki,Continental,450,0-500,4.1,282,"Sector 15, Faridabad",Faridabad,121001,28.39319601,77.31491894
1090,Khidki,Fast Food,450,0-500,4.1,282,"Sector 15, Faridabad",Faridabad,121001,28.39319601,77.31491894
1090,Khidki,Desserts,450,0-500,4.1,282,"Sector 15, Faridabad",Faridabad,121001,28.39319601,77.31491894
1090,Khidki,Beverages,450,0-500,4.1,282,"Sector 15, Faridabad",Faridabad,121001,28.39319601,77.31491894
1091,The Noodle Company,Asian,900,500-1000,4.1,510,"Supermart 2, DLF Phase 4, Gurgaon",Faridabad,122002,28.4615526,77.08792459
1091,The Noodle Company,Chinese,900,500-1000,4.1,510,"Supermart 2, DLF Phase 4, Gurgaon",Faridabad,122002,28.4615526,77.08792459
1091,The Noodle Company,Thai,900,500-1000,4.1,510,"Supermart 2, DLF Phase 4, Gurgaon",Faridabad,122002,28.4615526,77.08792459
1092,Chocolate Desire,Fast Food,500,0-500,4.1,267,"Sector 19, Noida",Gautam Buddha Nagar,201301,28.576611,77.324432
1092,Chocolate Desire,Desserts,500,0-500,4.1,267,"Sector 19, Noida",Gautam Buddha Nagar,201301,28.576611,77.324432
1092,Chocolate Desire,Beverages,500,0-500,4.1,267,"Sector 19, Noida",Gautam Buddha Nagar,201301,28.576611,77.324432
1093,Riviera,Continental,2100,1000-2500,4.1,263," Ameya Suites, Jasola, New Delhi",South East Delhi,110076,28.54029439,77.29355682
1093,Riviera,North Indian,2100,1000-2500,4.1,263," Ameya Suites, Jasola, New Delhi",South East Delhi,110076,28.54029439,77.29355682
1093,Riviera,Chinese,2100,1000-2500,4.1,263," Ameya Suites, Jasola, New Delhi",South East Delhi,110076,28.54029439,77.29355682
1093,Riviera,Mediterranean,2100,1000-2500,4.1,263," Ameya Suites, Jasola, New Delhi",South East Delhi,110076,28.54029439,77.29355682
1093,Riviera,Fast Food,2100,1000-2500,4.1,263," Ameya Suites, Jasola, New Delhi",South East Delhi,110076,28.54029439,77.29355682
1093,Riviera,Beverages,2100,1000-2500,4.1,263," Ameya Suites, Jasola, New Delhi",South East Delhi,110076,28.54029439,77.29355682
1094,Hong Kong Express,Chinese,700,500-1000,4.1,425," Raheja Mall, Sohna Road, Gurgaon",Faridabad,122012,28.42342082,77.03950167
1094,Hong Kong Express,Thai,700,500-1000,4.1,425," Raheja Mall, Sohna Road, Gurgaon",Faridabad,122012,28.42342082,77.03950167
1094,Hong Kong Express,Momos,700,500-1000,4.1,425," Raheja Mall, Sohna Road, Gurgaon",Faridabad,122012,28.42342082,77.03950167
1095,Mast Punjabi Chap Corner,North Indian,300,0-500,4.1,464," Rohini, New Delhi",North Delhi,110089,28.7334355,77.12663155
1095,Mast Punjabi Chap Corner,Momos,300,0-500,4.1,464," Rohini, New Delhi",North Delhi,110089,28.7334355,77.12663155
1095,Mast Punjabi Chap Corner,Rolls,300,0-500,4.1,464," Rohini, New Delhi",North Delhi,110089,28.7334355,77.12663155
1096,Ajay Arya Shudh Jaivik Bhojanalaya,North Indian,300,0-500,4.1,591,"Sector 19, Faridabad",Faridabad,121001,28.42770003,77.31033068
1097,Panditji (Sadar Bazar Wale),North Indian,150,0-500,4.1,372," Rohini, New Delhi",North West Delhi,110085,28.70626033,77.11096007
1098,La Seine - The Chocolate Emporium,Bakery,500,0-500,4.1,211," Green Park, New Delhi",South Delhi,110016,28.55649103,77.20258936
1098,La Seine - The Chocolate Emporium,Fast Food,500,0-500,4.1,211," Green Park, New Delhi",South Delhi,110016,28.55649103,77.20258936
1098,La Seine - The Chocolate Emporium,Desserts,500,0-500,4.1,211," Green Park, New Delhi",South Delhi,110016,28.55649103,77.20258936
1098,La Seine - The Chocolate Emporium,Beverages,500,0-500,4.1,211," Green Park, New Delhi",South Delhi,110016,28.55649103,77.20258936
1099,Kebabs & Kurries - WelcomHotel Dwarka,North Indian,3200,2500-5000,4.1,334,"WelcomHotel Dwarka, Sector 10, Dwarka, New Delhi",South West Delhi,110075,28.57953223,77.05605827
1099,Kebabs & Kurries - WelcomHotel Dwarka,Mughlai,3200,2500-5000,4.1,334,"WelcomHotel Dwarka, Sector 10, Dwarka, New Delhi",South West Delhi,110075,28.57953223,77.05605827
1099,Kebabs & Kurries - WelcomHotel Dwarka,Desserts,3200,2500-5000,4.1,334,"WelcomHotel Dwarka, Sector 10, Dwarka, New Delhi",South West Delhi,110075,28.57953223,77.05605827
1100,Brick N Bean Cafe,Italian,1000,500-1000,4.1,191,"Sector 50, Gurgaon",Gurgaon,101301,28.41365696,77.06571858
1100,Brick N Bean Cafe,Continental,1000,500-1000,4.1,191,"Sector 50, Gurgaon",Gurgaon,101301,28.41365696,77.06571858
